ID,Chapter,Title,Criteria,Related_Criteria,Explanation,Service
137,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",アルコール,"アルコールを宣伝またはこれに言及する広告は、現地の準拠法、義務付けられているまたは確立されている業界規定、ガイドライン、ライセンス、認可に準拠する必要があり、またMetaのターゲット設定要件および現地の準拠法に従って年齢および国のターゲット条件を含める必要があります。弊社のポリシーでは、一部の国において現地法に基づいてアルコールを宣伝する広告またはこれに言及する広告を禁止しています。

広告主は、適用されるすべての法律に準拠する必要があります。これには、法的要件に従って広告をターゲット設定することが含まれます。少なくとも、広告は18歳未満の人をターゲットにすることはできません。",0,,meta
138,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",成人向け商品やサービス,広告で、成人向け製品やサービスの販売、または利用を宣伝することはできません。避妊や家族計画など、性や生殖に関連する商品やサービスを宣伝している広告は、ターゲットを18歳以上に設定する必要があり、性的な快感に重点を置くことはできません。,0,"成人向けの商品やサービス
広告で、成人向け製品やサービスの販売、または利用を宣伝することはできません。避妊や家族計画など、性や生殖に関連する商品やサービスを宣伝している広告は、ターゲットを18歳以上に設定する必要があり、性的な快感に重点を置くことはできません。

概要
広告主は、性に関する健康、ウェルネス、リプロダクティブ関連製品およびサービスを宣伝する広告を掲載できます。しかしグローバル企業として、Metaのテクノロジーを通じて広告を目にするさまざまな文化や国の人々のことを考慮し、不快な思いをさせないよう事前に回避する必要があります。そのためこれらの広告には、18歳以上のオーディエンスをターゲットにするなどの追加制限を設けています。

ガイドライン
広告で許可されないコンテンツ:

性的玩具や性的強化製品など、性的快楽や強化に焦点を当てた製品またはサービスを宣伝する
性的快楽または強化に焦点を当てたコンテンツが含まれている
広告で可能なコンテンツ:

性的快楽や強化ではなく健康に焦点を当て、18歳以上の人を対象としており、性に関する健康やリプロダクティブ・ヘルスやウェルネスを促進するもの。以下を宣伝する広告が含まれます:
コンドームなどの避妊具
家族計画
更年期障害の影響に対応する製品
勃起不全に関する製品
性行為用の痛み止め
早漏の防止
リプロダクティブ・ヘルス関連製品またはサービス
性的快楽や強化ではなく健康に焦点を当てており、性的または暗示的なコンテンツを含まない性教育の推進",meta
139,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",デート,デートサービスの広告は、書面による許可を事前に得ている場合にのみ認められます。これらの広告は、デート関連のターゲット要件を満たし、デート関連の広告ガイドラインに従う必要があります。許可に必要な要件について、詳しくはこちらをご覧ください。許可を得るには、このフォームに入力して申請プロセスを開始してください。,0,,meta
140,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",美容処置およびウェルネス,"減量に関連する商品またはサービスを宣伝する広告では、18歳以上の利用者をターゲットにする必要があります。
美容整形や美容処置に関連する商品またはサービスを宣伝する広告では、18歳以上の利用者をターゲットにする必要があります。
減量・健康・ハーブサプリメントをマーケティングする広告では、18歳以上の利用者をターゲットにする必要があります。",0,"美容処置とウェルネス
減量に関連する商品またはサービスを宣伝する広告では、18歳以上の利用者をターゲットにする必要があります。
美容整形や美容処置に関連する商品またはサービスを宣伝する広告では、18歳以上の利用者をターゲットにする必要があります。
減量・健康・ハーブサプリメントをマーケティングする広告では、18歳以上の利用者をターゲットにする必要があります。

概要
広告主は、ターゲット設定が18歳以上であれば、美容の施術またはウェルネス製品やサービスを宣伝する広告を掲載できます。

ガイドライン
18歳以上の利用者をターゲットに設定していれば、広告主は以下を宣伝する広告を掲載できます。

ダイエット製品やサービス
食事、健康、またはハーブサプリメント(ビタミンやその他の経口摂取による栄養製品など)
美容整形手術および以下のような施術:
豊胸術、減乳房術、腹部形成術、眼瞼形成術、鼻形成術、韻律切除術、陰唇形成術、育毛手術、皮膚充填剤、皮膚若返り治療、注射治療、ケミカルピール、マイクロニードリング、非アブレーションレーザー治療、レーザーまたは光治療、またはマイクロピグメンテーション
性転換のサービスおよび手続き
上記のターゲット設定の制限は、以下のような販売促進または販売に関する広告には適用されません。

一般的な福利のために市場に出ている製品およびサービス
一般食品
クリーム、メイクアップ、ヘア製品などの化粧品",meta
141,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",オンライン薬局,"オンライン薬局の広告は、書面による許可を事前に得ている場合にのみ認められます。Metaでは、広告を掲載するオンライン薬局に対し、LegitScriptによる認証を受けることを義務付けています。

LegitScriptの認証は、こちらからお申し込みいただけます。申請は、こちらのフォームを使用してMetaに提出いただけます。",0,"オンライン薬局
オンライン薬局の広告は、書面による許可を事前に得ている場合にのみ認められます。Metaでは、広告を掲載するオンライン薬局に対し、LegitScriptによる認証を受けることを義務付けています。

LegitScriptの認証は、こちらからお申し込みいただけます。申請は、こちらのフォームを使用してMetaに提出いただけます。

概要
オンライン薬局には、インターネットを介して規制物質または処方薬を配布、配布、または調剤する人物、団体、またはウェブサイトが含まれます。消費者へのリスクを軽減するため、オンライン薬局を宣伝する広告主には、その活動が適切なライセンスに基づくものであることを示す証拠の提供を義務付けています。オンライン薬局の広告を掲載するには、広告主がLegitScriptの認定を受け、Metaから書面による許可を得ている必要があります。広告主は、こちらのLegitScript認証に申し込み、このフォームを使用してMetaによる許可を申請することができます。さらに、Metaでは、オンライン薬局で18歳未満の人をターゲットに設定することはできません。

ガイドライン
認定を受けた広告主であれば、次のような広告を掲載できます。

広告主がMetaから認証と書面による許可を取得している場合に限り、18歳以上の人への処方薬の配達、配布、または調剤を宣伝するもの。
注: 広告主は、医療的な有効性、手頃な価格、入手しやすさという観点からのみ処方薬を宣伝できます。",meta
142,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",市販薬,市販薬の販売を宣伝する広告は、現地の準拠法、要求または確立されている業界規定、ガイドライン、ライセンス、認可に準拠し、現地の準拠法に従って年齢および国のターゲット条件を含める必要があります。少なくとも、広告は18歳未満の人をターゲットにすることはできません。,0,"市販薬
市販薬の販売を宣伝する広告は、現地の準拠法、要求または確立されている業界規定、ガイドライン、ライセンス、認可に準拠し、現地の準拠法に従って年齢および国のターゲット条件を含める必要があります。少なくとも、広告は18歳未満の人をターゲットにすることはできません。

概要
広告主は、適用されるすべての現地の法律、業界コード、ガイドライン、ライセンス、承認に準拠している限り、市販薬の販売を宣伝する広告を掲載できます。さらに、Metaでは、市販薬のターゲット設定を18歳未満の人にすることを許可していません。

ガイドライン
市販薬とは、処方箋なしで購入または入手できる医薬品を指します。これには、抗炎症薬、アレルギー薬、消毒薬、または特定の抗生物質薬など、各種外用薬または一般的な経口薬が含まれますが、これらに限定されません。

広告主ができること:

18歳以上の人への市販薬の販売促進",meta
143,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",処方薬,"広告で、書面による許可を事前に得ずに処方薬を宣伝することはできません。
Metaの許可を申請する資格のある事業体は、オンライン薬局、テレヘルス企業および製薬会社です。申請の方法についてはこちらをご覧ください。
広告では以下の法域においてのみ処方薬を宣伝できます。米国、ニュージーランドおよびカナダ。
処方薬を宣伝する広告は、18歳未満の人をターゲットにしてはいけません。",0,"処方薬
広告で、書面による許可を事前に得ずに処方薬を宣伝することはできません。
Metaの許可を申請する資格のある事業体は、オンライン薬局、テレヘルス企業および製薬会社です。申請の方法についてはこちらをご覧ください。
広告では以下の法域においてのみ処方薬を宣伝できます。米国、ニュージーランドおよびカナダ。
処方薬を宣伝する広告は、18歳未満の人をターゲットにしてはいけません。

概要
処方薬を宣伝する広告は、さまざまな種類の治療法の医療的な有効性、入手しやすさ、手頃な価格に関する情報を共有するものである場合に許可されます。同時に、これらの製品の宣伝に関しては、地域によって法律や規制が異なることをMetaは承知しています。

消費者へのリスクを軽減するため、処方薬を宣伝する資格のある広告主には、その活動が適切なライセンスに基づくものであることを示す証拠の提供を義務付けています。オンライン薬局、遠隔医療提供者、製薬メーカーは、ターゲットに設定する国で適切にライセンスを受けているか、合法として確立されていること、および認定された国でのみ広告を掲載するなど、適用されるターゲット設定ガイドラインに従っていることを証明する必要があります。さらに、Metaでは、18歳未満の人を処方薬のターゲットに設定することはできません。

広告主は、このフォームを使用して、利用資格を確認し、許可を申請できます。

注: このポリシーでは処方薬の宣伝についてのみ規定しています。処方薬の販売を禁止しているMetaのポリシーについて、詳しくは危険な物質に関するポリシーをご覧ください。Metaは、違法薬物のオンライン販売やオピオイド乱用に対処するため、専門家や業界団体と協力して処方薬の直接販売を禁止しています。

ガイドライン
Metaの書面による許可を得て認定を受けた広告主は、次の条件を満たす限り、処方薬を宣伝する広告を掲載できます。

対象国(米国、カナダ、ニュージーランド)の利用者のみをターゲットとする
広告主が認可を得ている国の利用者のみをターゲットとする
18歳以上の利用者のみをターゲットとする
広告主が以下のような広告を掲載する場合、書面による許可は必要ありません。

処方薬に関連した教育やアドボケイトを行う、またはそのような公共サービスを発表する
テレヘルスサービスの一般的な宣伝を行う
広告主は、以下のような広告を掲載することはできません。

処方薬を宣伝するMetaからの書面による許可がない限り、処方薬を宣伝すること、対象国(米国、カナダ、ニュージーランド)の人々のみを対象とすること、認定された国の人々のみを対象とすること、18歳以上の人々のみを対象とすること。
本ポリシーを遵守するためのヒントについては、ビジネスヘルプセンターをご覧ください。
危険な物質
広告で、違法薬物や娯楽のための麻薬、またはMetaが独自の裁量で安全性に問題があると判断するその他の薬物、製品またはサプリメントの販売または使用を宣伝することはできません。

概要
広告主は、違法薬物や娯楽目的の薬物、その他の安全ではない物質、製品、またはサプリメントの販売や使用を宣伝する広告を掲載することはできません。安全ではないサプリメントには、アナボリックステロイド、キトサン、コンフリー、デヒドロエピアンドロステロン、マオウ、ヒト成長ホルモンなどが含まれますが、これに限定されません。

注: 本ポリシーは、処方薬を含め、違法薬物や娯楽目的の薬物、その他の安全ではない物質、製品、またはサプリメントの販売や使用を禁止するものです。処方薬の宣伝に関する弊社のポリシーについては、処方薬の宣伝に関するポリシーをご覧ください。

ガイドライン
広告でできないこと:

違法薬物や娯楽目的の薬物、またはその他の安全が確認されていない薬物、製品、またはサプリメントについて、勧誘、売買、取引、寄付、贈与(景品など)を行うこと
違法薬物や娯楽目的の薬物、またはその他の安全が確認されていない薬物、製品、またはサプリメントの摂取を勧めること
水ギセル、巻紙、気化器など、薬物に関連する器具の販売を宣伝すること
広告でできること:

政治的な支持を得たり、最新情報を提供したり、啓発キャンペーンを行ったりするために、禁止されている薬物、製品、サプリメントに言及すること(かかる物質の販売や消費を促さない場合に限る)
詳しくは、ビジネスヘルプセンターをご覧ください。",meta
144,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",薬物およびアルコール依存症治療,"米国の利用者をターゲットとして依存症治療の広告を掲載することを希望する広告主は、LegitScriptの認証を取得したうえで、Metaに申請して出稿許可を受ける必要があります。

LegitScriptの認証は、こちらからお申し込みいただけます。",0,,meta
145,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",金融商品や金融サービスと保険商品や保険サービス,"クレジットカード、ローン、保険サービスを宣伝する広告では、18歳以上の人をターゲットに設定する必要があり、広告のリンク先(ランディング)ページ内で個人情報の入力を利用者に直接求めることはできません。

金融製品およびサービスを宣伝する広告主は、関連規制当局の認証を受ける必要があり(要件として義務付けられている場合)、かかる認証はMetaによる審査の対象になる場合があります。広告主は、法律によって定められる開示要件も遵守する必要があります。

認証プロセスについて、詳しくはビジネスヘルプセンターをご覧ください。",0,"金融商品や金融サービス、保険商品や保険サービス
クレジットカード、ローン、保険サービスを宣伝する広告では、18歳以上の人をターゲットに設定する必要があり、広告のリンク先(ランディング)ページ内で個人情報の入力を利用者に直接求めることはできません。

金融製品およびサービスを宣伝する広告主は、関連規制当局の認証を受ける必要があり(要件として義務付けられている場合)、かかる認証はMetaによる審査の対象になる場合があります。広告主は、法律によって定められる開示要件も遵守する必要があります。

認証プロセスについて、詳しくはビジネスヘルプセンターをご覧ください。

概要
広告主は、18歳以上の人のみをターゲットにし、広告のリンク先(ランディング)ページに個人的に特定できる情報を要求しない限り、クレジットカード、ローン、保険サービスを宣伝する広告を掲載することができます。

広告主は、金融製品やサービスの広告を掲載したい場合は、ターゲットとしている国でライセンスを取得する必要がある場合があります。Metaは関連するライセンスを審査するか、それ以外の方法で広告主がそのような広告を掲載する認可を確認する可能性があります。

広告主は、ライセンスまたは開示要件を含む、すべての適用法および規則を遵守する必要があります。

ガイドライン
広告主は、次の条件を満たす限り、クレジットカード、保険サービス、長期ローンを宣伝する広告を90日間掲載できます。

18歳以上の利用者のみをターゲットとする
リンク先(ランディング)ページで個人を特定できる情報をリクエストしない
法律に求められる通り情報開示を行う
認可: 一部の国を金融商品やサービスでターゲットにする場合、関連する規制当局のライセンスが必要です。その場合、広告主は適切な認可を受けていることを証明しなければならず、Metaの審査の対象となる可能性があります。

ライセンスが必要な可能性のある金融商品およびサービスには以下のものが含まれますが、これらに限定されるものではありません。

保険商品
住宅ローン
ローン(短期および長期)
投資商品および機会
クレジットカード申請
広告主は、以下のタイプの広告については、上記の認可または制約なく掲載できます。

銀行または保険会社のブランド広告
クレジットカード、長期ローン、保険サービスの勧誘を行わない限り、ニュース記事の広告
ローンの申請や管理のための教育、トレーニング、スキルアップに関する情報を宣伝または提供する広告
金融サービスや商品について言及はするが、その商品やサービスの入手や、問い合わせはできない広告",meta
146,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",暗号通貨関連の商品やサービス,広告で、書面による事前の許可なしに、暗号通貨による収益化、再販、スワップ、ステーキングを伴う暗号通貨取引プラットフォーム、ソフトウェア、関連サービスおよび製品を宣伝することはできません。申請するには、こちらをクリックしてください。詳しくは、ビジネスヘルプセンターをご覧ください。,0,"暗号通貨関連の商品やサービス
広告で、書面による事前の許可なしに、暗号通貨による収益化、再販、スワップ、ステーキングを伴う暗号通貨取引プラットフォーム、ソフトウェア、関連サービスおよび製品を宣伝することはできません。申請するには、こちらをクリックしてください。詳しくは、ビジネスヘルプセンターをご覧ください。

概要
暗号通貨およびブロックチェーン技術は、急速に進化するダイナミックな業界で、金融詐欺や誤解を招く広告が起こりやすい傾向があります。弊社では、消費者へのリスクを軽減するため、ブロックチェーン技術を使用する暗号通貨関連の取引プラットフォーム、ソフトウェア、商品・サービスを宣伝する広告主に対し、その活動が適切なライセンスを受けていることを示す証明を提供するよう義務付けています。

弊社のテクノロジー全体で広告を配信するには、広告主は、こちらのフォームを使用して、認定された規制ライセンスまたは登録を送信し、書面による許可をMetaから取得する必要があります。

ガイドライン
広告主は、以下を宣伝する広告を配信するにあたり書面による許可を得る必要があります。

暗号通貨交換・取引プラットフォーム: 暗号通貨と現金通貨との交換を可能にするプラットフォーム、ソフトウェアアプリまたは商品。これには、暗号通貨資産が関係するスポット取引、マージン取引、先物取引およびその他の取引手段が含まれますが、これらに限定されません。
暗号通貨の貸し借り: 暗号通貨の貸し借りを可能にするプラットフォーム、ソフトウェアアプリまたは商品。
追加サービスを提供する暗号通貨ウォレット: 暗号通貨を安全に保管し、かつ以下のような追加サービスを提供するデバイスまたはソフトウェア:
購入または販売
他の暗号通貨へのスワッピングまたは交換
利益獲得を目的としたコインのステーキング、または購入および保持
暗号通貨マイニング: 暗号通貨資産のマイニングを可能にするハードウェアまたはソフトウェア
以下を宣伝する広告を配信する場合、書面による許可は不要です。

暗号通貨会社向け税務サービス
暗号通貨やブロックチェーン技術に関するイベント、教育、またはニュース(暗号通貨に関する商品・サービスを提供していない場合に限る)
非代替性トークン(NFT)のような、ブロックチェーン技術に基づくものの仮想通貨ではない商品・サービス
暗号通貨の安全な保管を可能にするものの、暗号通貨資産の購入、販売、スワッピングまたはステーキングといった追加サービスを提供しない暗号通貨ウォレット
許可を申請する際、広告主は、以下のライセンスまたは登録のいずれか1つを証明する必要もあります。

オーストラリア:
AUSTRAC登録、発行者: オーストラリア取引報告分析センター(AUSTRAC)
オーストラリアの金融サービスライセンス/オーストラリアのマーケットライセンス、発行者: オーストラリア証券投資委員会(ASIC)
オーストリア: オーストリアの金融市場マネーロンダリング防止法に基づいた仮想通貨プロバイダー登録、発行者: 金融市場局(FMA)
カナダ: マネーサービスビジネスの登録、発行者: カナダ金融取引報告分析センター(FINTRAC)
エストニア: 仮想通貨サービス認証、発行者: 金融情報機関
フィンランド: 仮想通貨プロバイダーの登録簿への登録、発行者: 金融監督局(Fin-FSA)
フランス: デジタル資産サービスプロバイダー登録またはライセンス、発行者: Autorité des Marchés Financiers (AMF)
ドイツ: BaFin認証、発行者: Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin)
ジブラルタル: 分散型台帳技術(DLT)プロバイダー登録、発行者: ジブラルタル金融サービス委員会(GFSC)
香港: タイプ1、7および9の規制対象活動に関するSFCからのライセンスまたはSFCへの登録、発行者: 証券先物委員会(SFC)
インドネシア: インドネシア商品先物取引監督庁(BAPPEBTI)の認可、発行者: 商品先物取引監督庁(BAPPEBTI)
日本: 暗号資産交換業者登録、発行者: 日本金融庁(FSA)
ルクセンブルグ: 仮想資産サービスプロバイダー(VASP)登録、発行者: Comission de Surveillance du Secteur Financier (CSSF)
マレーシア:認定市場運営者(RMO)ステータス、発行者: マレーシア証券委員会(SC)
マルタ: 仮想金融資産法(CAP 590)に関するMFSAライセンス、発行者: マルタ金融庁(MFSA)
オランダ: オランダ中央銀行(DCB)への登録、発行者: オランダ中央銀行(DCB)
ノルウェー: 金融監督局(Finanstilsynet)への登録、発行者: Finanstilsynet
フィリピン: 仮想資産サービスプロバイダー(VASP)としての許可証明書(COA)、発行者: Bangko Sentral ng Pilipinas (BSP)
ポルトガル: 仮想資産サービスプロバイダー(VASP)登録、発行者: Banco de Portugal
シンガポール: デジタル決済トークン(DPT)サービスに関する決済サービス法に基づいたシンガポール金融管理局(MAS)のライセンス、発行者: シンガポール金融管理局(MAS)
韓国: 仮想資産サービスプロバイダー(VASP)レポート(ISMS認証を受けた場合にのみ取得可能)、発行者: 韓国金融情報分析院(KoFIU)/金融委員会(FSC)
スペイン: 仮想通貨とフィアット通貨の交換サービスに関与するプロバイダーおよび管理委託型ウォレットプロバイダー登録、発行者:Banco de Espana (スペイン銀行)
スウェーデン: 金融監督局(FSA)への登録、発行者: 金融監督局(FSA)
スイス: Fintechライセンス登録、発行者: スイス連邦金融市場監督機構(FINMA)
タイ: デジタル資産ビジネスライセンス、発行者: タイ証券取引委員会(SEC)
アラブ首長国連邦:
暗号資産に関連する、手配、助言、取り扱い、管理またはその他の関連金融サービスに関与するため、交換業の運営やマネーサービスの提供を行うためのライセンス、発行者: アブダビグローバルマーケット、金融サービス規制局
ストアドバリューファシリティ(仮想資産を含む)の運営ライセンス、発行者: アラブ首長国連邦オンショア、アラブ首長国連邦中央銀行
投資トークンに特化した投資ビジネス/交換業の運営に関与するためのライセンス、発行者: ドバイ国際金融センター、ドバイ金融サービス局
仮想資産交換サービスを運営するためのフルマーケットプロダクト(FMP)ライセンスの登録、発行者: 仮想資産規制局
英国: 金融行為規制機構の認可、発行者: 金融行為規制機構(FCA)
米国:
FinCEN MSB登録、発行者: 金融犯罪捜査網(FinCEN)
BitLicense、発行者: ニューヨーク州金融サービス局(NYSDFS)
詳しくは、ビジネスヘルプセンターをご覧ください。",meta
147,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",オンラインギャンブルおよびオンラインゲーム,Metaは、オンラインギャンブルおよびオンラインゲームを、参加方法または賞品の一環として金銭的価値のあるものが含まれる製品またはサービスと定義しています。オンラインギャンブルおよびオンラインゲームを宣伝する広告は、書面による許可を事前に得ている場合にのみ認められます。許可を受けた広告主はすべての適用法に従い、Metaのターゲット設定要件に沿ったターゲット設定基準を盛り込まなければなりません。少なくとも、広告は18歳未満の人をターゲットにすることはできません。詳しくはビジネスヘルプセンターをご覧ください。,0,"オンラインギャンブルおよびオンラインゲーム
Metaは、オンラインギャンブルおよびオンラインゲームを、参加方法または賞品の一環として金銭的価値のあるものが含まれる製品またはサービスと定義しています。オンラインギャンブルおよびオンラインゲームを宣伝する広告は、書面による許可を事前に得ている場合にのみ認められます。許可を受けた広告主はすべての適用法に従い、Metaのターゲット設定要件に沿ったターゲット設定基準を盛り込まなければなりません。少なくとも、広告は18歳未満の人をターゲットにすることはできません。詳しくはビジネスヘルプセンターをご覧ください。

概要
オンラインギャンブルおよびオンラインゲームを宣伝する広告を配信するには、広告主はこちらのフォームを使って書面による許可をMetaにリクエストし、ターゲットとしたい地域でそのギャンブル行為が規制当局によって適切な免許を受けているか、または合法だと別段認められているという証拠を提示する必要があります。また、Metaは、オンラインギャンブルおよびオンラインゲームの広告のターゲットを18歳未満に設定することを認めていません。

ガイドライン
以下の事項を宣伝するには、書面による許可が必要となります。

あらゆる形態のオンラインギャンブル。ギャンブルの種類として一般的なものには、賭け、宝くじ、ラッフル、カジノ、ファンタジースポーツ、ビンゴ、ポーカー、スキルゲームトーナメント、懸賞などがあります。
現金や、ビットコインのようなデジタル通貨など、参加方法の一環として金銭的価値のあるものが含まれており、賞品の一環として金銭的価値のあるものが含まれるゲーム。これには、ゲームプレイを続ける際に購入が必要となるゲームや、金銭的価値のある賞品を獲得する利益をもたらすゲームなどがあります。
リンク先のページ(ランディングページ)にオンラインギャンブルまたはオンラインゲームの宣伝が含まれる広告(アグリゲーターやアフィリエイトサイトなど、当該ページで直接ギャンブルやゲームをする機会がない場合であっても同様)。
許可を受けた広告主であっても、18歳未満の利用者を広告のターゲットに設定することはできません。許可は、以下の国でリクエストすることができます。

オーストラリア
オーストリア
ベルギー
ブラジル
カナダ
コロンビア
チェコ共和国
デンマーク
エストニア
フィンランド
フランス
ドイツ
ギリシャ
インド
アイルランド
日本
ケニア
メキシコ
オランダ
ナイジェリア
ノルウェー
ペルー
ポーランド
ポルトガル
ルーマニア
セルビア
スロバキア
南アフリカ
スペイン
スウェーデン
スイス
トルコ
英国
米国
許可がなくても、広告主は、以下を宣伝する広告を配信できます。

実店舗でのカジノ、カジノでのエンターテイメントイベント、またはオフラインでのポーカートーナメントのストリーミングなど、実際の通貨を使った物理的なギャンブル行為やギャンブル施設(広告またはリンク先のページ(ランディングページ)でオンラインギャンブルを宣伝または促進していないことを条件とする)。
州または政府が行う宝くじ(広告主がその宝くじを運営する直接的または排他的な責任を負う場合)。
通常の小売価格での製品の購入を伴う賞品の宣伝(オンラインギャンブルが、広告主や取り上げられているブランドの主たるビジネスモデルでない場合)。
完全に無料でプレイできるゲーム。
注:これらのタイプの広告を配信するにあたり、広告主は現地のあらゆる適用法を遵守する必要があります。",meta
148,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",ソーシャルカジノゲーム,"ソーシャルカジノゲーム(金銭または金銭的価値を獲得する機会のない、カジノギャンブル(ポーカー、スロット、ルーレットなど)をシミュレーションするオンラインゲーム)の広告は、18歳以上をターゲットにしている場合にのみ許可されます。詳しくは、ビジネスヘルプセンターをご覧ください。

注: ゲーム内または副次的な市場で金銭あるいは金銭的価値の獲得のためにプレイヤー同士が仮想の賞品を売買できるゲームの場合は、オンラインギャンブルおよびオンラインゲームに関するポリシーをご覧ください。",0,"ソーシャルカジノゲーム
ソーシャルカジノゲーム(金銭または金銭的価値を獲得する機会のない、カジノギャンブル(ポーカー、スロット、ルーレットなど)をシミュレーションするオンラインゲーム)の広告は、18歳以上をターゲットにしている場合にのみ許可されます。詳しくは、ビジネスヘルプセンターをご覧ください。

注: ゲーム内または副次的な市場で金銭あるいは金銭的価値の獲得のためにプレイヤー同士が仮想の賞品を売買できるゲームの場合は、オンラインギャンブルおよびオンラインゲームに関するポリシーをご覧ください。

概要
広告主は、以下の場合に限り、ソーシャルカジノゲームを宣伝する広告を出すことができます。

お金や金銭的価値のあるものを獲得する機会を提供しない
18歳未満を対象としていない
ソーシャルカジノゲームには、ポーカー、スロット、ルーレット、ジャックポットなどの実際のカジノゲームを真似ているが、金銭的な賞金を提供しないオンラインゲームが含まれます。例えば、広告主は、コインに金銭的価値がない場合には、「コイン」を獲得する機会を提供する広告を掲載することができます。

注意: このポリシーは、ギャンブルとは見なされないソーシャルカジノゲームの宣伝のみを規定しています。ギャンブル関連の広告に適用されるFacebookのポリシーに関する詳細は、オンラインゲームおよびギャンブルに関するポリシーをご覧ください。

ガイドライン
広告主がオンラインギャンブルやゲームを宣伝する広告を掲載する場合、金銭的価値のあるものはすべて賞品の一部となるため、Metaの許可を申請する必要があります。このタイプの広告は、Metaのオンラインゲームおよびオンラインギャンブルに関するポリシーの対象となります。

詳しくは、ビジネスヘルプセンターをご覧ください。
オンラインギャンブルおよびオンラインゲーム
Metaは、オンラインギャンブルおよびオンラインゲームを、参加方法または賞品の一環として金銭的価値のあるものが含まれる製品またはサービスと定義しています。オンラインギャンブルおよびオンラインゲームを宣伝する広告は、書面による許可を事前に得ている場合にのみ認められます。許可を受けた広告主はすべての適用法に従い、Metaのターゲット設定要件に沿ったターゲット設定基準を盛り込まなければなりません。少なくとも、広告は18歳未満の人をターゲットにすることはできません。詳しくはビジネスヘルプセンターをご覧ください。
",meta
149,"コンテンツ別の制限
特定のビジネスまたは商品に関連付けられたコンテンツ。",サブスクリプションサービス,サブスクリプションサービスの広告では、料金および定期請求に関する情報を開示する必要があります。,0,"購読サービス
サブスクリプションサービスの広告では、料金および定期請求に関する情報を開示する必要があります。

概要
Metaは人々が誤解したりだまされたりして製品やサービスに申し込むことがないように、Metaのテクノロジー全体で宣伝されるサブスクリプション製品に関し透明性のある情報を提供したいと思っています。

ガイドライン
個人を特定できる情報を入力するよう求める広告で、以下の基準のいずれかに該当するものは 禁止されています:
未チェックのオプトインチェックボックスを含まない(チェックボックスが存在しない、またはチェックボックスが事前にチェック済みである)
サブスクリプションまたはメンバーシップを取り消す方法を伝える明確な文言が含まれていない
価格設定および請求間隔を明確に表示していない(例: ページ下部で細字で記載されている、プライバシー規約の中に記載されている、または別のリンク先に記載されている)。",meta
